Forecast_ID,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Category,NAICS_Code,NAICS_Description,PSC_Code,Requirement_Title,Estimated_Value_Low,Estimated_Value_High,Estimated_Value_Midpoint,Planned_Solicitation_Quarter,Planned_Award_Quarter,Contract_Type,Anticipated_Set_Aside,Small_Business_Eligible,Recompete,Incumbent_Contractor,Priority_Level,Status,Point_of_Contact_Email,Record_Created_Date,Estimated_Value,Estimated_Value_log,Set_Aside_Type,Competition_Type,Vendor_Size,Number_of_Offers_Received,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Category_Historical_Protest_Rate,Category_Historical_OnTime_Rate,Competition_Historical_Protest_Rate,Competition_Historical_OnTime_Rate,Composite_Risk_Score
FCST-000017,2026,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 18,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Pharmaceuticals Requirement - VISN 18 Medical Center South FY2026,518465.65,661476.9,576533.72,FY Q2,FY Q3,Firm Fixed Price,SDVOSB,Yes,Yes,Summit Associates,Medium,Market Research,thomas.thomas@va.gov,2026-03-03,576533.72,13.264790842376467,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.055865921787709494,0.7402234636871509,0.03696013289036545,0.8450996677740864,25.0
FCST-000018,2027,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 2,Professional Services,541611,Administrative Management Consulting,R425,Professional Services Requirement - VISN 2 Medical Center Main FY2027,441221.03,498192.0,467337.32,FY Q2,FY Q1,Firm Fixed Price,SDVOSB,Yes,No,,Low,On Hold,patricia.smith@va.gov,2026-02-08,467337.32,13.05480872832239,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.03696013289036545,0.8450996677740864,24.1
FCST-000019,2026,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 14,Facilities Management,561210,Facilities Support Services,S201,Facilities Management Requirement - VISN 8 Medical Center Main FY2026,184036.47,238194.24,204802.19,FY Q3,FY Q3,Blanket Purchase Agreement (BPA),SDVOSB,Yes,Yes,Beacon Technologies,Medium,Planning,thomas.johnson@va.gov,2026-07-14,204802.19,12.229804748198058,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.040229885057471264,0.7385057471264368,0.03696013289036545,0.8450996677740864,18.8
FCST-000020,2026,4,VISN 4 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Professional Services Requirement - VISN 4 Medical Center North FY2026,240427.28,316231.27,253143.12,FY Q1,FY Q2,Firm Fixed Price,Full and Open (No Set-Aside),No,Yes,Horizon Industries,High,Planning,elizabeth.rodriguez@va.gov,2026-04-30,253143.12,12.441714249792724,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.07963446475195822,0.3368146214099217,33.4
FCST-000021,2027,17,VISN 17 Medical Center West,Technology Acquisition Center (TAC),Professional Services,541611,Administrative Management Consulting,R408,Professional Services Requirement - VISN 17 Medical Center West FY2027,143966.44,193775.47,163720.81,FY Q3,FY Q1,Firm Fixed Price,SDVOSB,Yes,No,,Low,Draft Solicitation,patricia.brown@va.gov,2026-04-20,163720.81,12.00592398600577,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.03696013289036545,0.8450996677740864,18.3
FCST-000022,2026,9,VISN 9 Medical Center North,SAO West,Construction,237990,Other Heavy and Civil Engineering Construction,Y1AA,Construction Requirement - VISN 9 Medical Center North FY2026,357716.52,440702.59,399622.67,FY Q4,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),No,No,,Low,Planning,james.garcia@va.gov,2026-06-13,399622.67,12.898278558236491,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.06666666666666667,0.6166666666666667,0.07963446475195822,0.3368146214099217,34.9
FCST-000023,2026,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 6,Food Service,311423,Dried and Dehydrated Food Mfg,F002,Food Service Requirement - VISN 7 Medical Center North FY2026,668165.53,850866.6,733293.23,FY Q4,FY Q1,Firm Fixed Price,VOSB,Yes,Yes,Horizon Enterprises,Medium,Planning,susan.moore@va.gov,2026-07-06,733293.23,13.505302305511455,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.020833333333333332,0.765625,0.03696013289036545,0.8450996677740864,28.0
FCST-000024,2027,13,VISN 13 Medical Center North,Network Contracting Office (NCO) 7,Professional Services,541611,Administrative Management Consulting,R425,Professional Services Requirement - VISN 13 Medical Center North FY2027,183685.71,240905.26,203572.73,FY Q3,FY Q4,IDIQ,Full and Open (No Set-Aside),Yes,No,,Low,Market Research,robert.moore@va.gov,2026-04-02,203572.73,12.223783527828829,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.07963446475195822,0.3368146214099217,33.7
FCST-000025,2026,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 6,Food Service,722320,Caterers,F002,Food Service Requirement - VISN 2 Medical Center Main FY2026,281170.93,344772.04,308814.57,FY Q4,FY Q2,IDIQ,Full and Open (No Set-Aside),No,Yes,Sterling Partners,High,Market Research,karen.garcia@va.gov,2026-04-29,308814.57,12.64049951684612,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.020833333333333332,0.765625,0.07963446475195822,0.3368146214099217,28.9
FCST-000026,2028,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 8,IT Services,541519,Other Computer Related Services,D302,IT Services Requirement - VISN 9 Medical Center North FY2028,518190.47,702029.54,644876.72,FY Q3,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),No,No,,Medium,Draft Solicitation,elizabeth.rodriguez@va.gov,2026-04-23,644876.72,13.376815996409736,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.07963446475195822,0.3368146214099217,38.7
FCST-000027,2027,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 4,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Medical Equipment Requirement - VISN 9 Medical Center Main FY2027,293304.02,347045.59,314853.96,FY Q3,FY Q1,Firm Fixed Price,VOSB,Yes,Yes,Guardian Industries,Medium,Planning,patricia.brown@va.gov,2026-05-12,314853.96,12.659867367326232,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,22.3
FCST-000028,2026,12,VISN 12 Medical Center Main,SAO East,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Medical/Clinical Services Requirement - VISN 12 Medical Center Main FY2026,1179171.38,1572372.8,1362560.23,FY Q2,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Yes,Beacon Associates,High,Planning,michael.garcia@va.gov,2026-04-04,1362560.23,14.12487674395933,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,44.0
FCST-000029,2027,4,VISN 4 Medical Center South,Network Contracting Office (NCO) 10,Medical/Clinical Services,621111,Offices of Physicians,Q401,Medical/Clinical Services Requirement - VISN 4 Medical Center South FY2027,163030.1,200910.79,184598.21,FY Q4,FY Q2,Firm Fixed Price,WOSB,Yes,No,,Low,Market Research,patricia.martinez@va.gov,2026-01-30,184598.21,12.125942321518439,WOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,18.8
FCST-000030,2026,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 15,Food Service,311423,Dried and Dehydrated Food Mfg,8940,Food Service Requirement - VISN 2 Medical Center North FY2026,326982.7,447339.11,377461.4,FY Q4,FY Q2,Blanket Purchase Agreement (BPA),Small Business,Yes,No,,Medium,Market Research,linda.wilson@va.gov,2026-04-28,377461.4,12.841226240061536,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.020833333333333332,0.765625,0.03696013289036545,0.8450996677740864,20.9
FCST-000031,2027,6,VISN 6 Medical Center Main,Network Contracting Office (NCO) 7,Security Services,561612,Security Guards and Patrol Services,S206,Security Services Requirement - VISN 6 Medical Center Main FY2027,247460.73,318841.99,301009.37,FY Q4,FY Q1,Cost Plus Fixed Fee,8(a),Yes,Yes,Vertex Technologies,Medium,Market Research,thomas.taylor@va.gov,2026-06-19,301009.37,12.614899994964805,8(a),Set-Aside,Small Business,4.0,5.0,44.0,0,0.06299212598425197,0.7795275590551181,0.03696013289036545,0.8450996677740864,24.0
FCST-000032,2027,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 8,Medical/Clinical Services,621111,Offices of Physicians,Q301,Medical/Clinical Services Requirement - VISN 1 Medical Center North FY2027,437748.98,657692.82,529716.83,FY Q4,FY Q1,Firm Fixed Price,Full and Open (No Set-Aside),No,No,,Low,Market Research,john.rodriguez@va.gov,2026-02-14,529716.83,13.180099747528697,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,35.2
FCST-000033,2026,3,VISN 3 Medical Center South,National Acquisition Center (NAC),IT Services,541519,Other Computer Related Services,D316,IT Services Requirement - VISN 3 Medical Center South FY2026,369809.2,464395.52,396062.65,FY Q4,FY Q4,Time and Materials,HUBZone,Yes,No,,Medium,Market Research,richard.taylor@va.gov,2026-03-05,396062.65,12.889330209643795,HUBZone,Set-Aside,Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.03696013289036545,0.8450996677740864,24.3
FCST-000034,2028,5,VISN 5 Medical Center North,Technology Acquisition Center (TAC),Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Medical Equipment Requirement - VISN 5 Medical Center North FY2028,391212.6,532595.95,468020.98,FY Q3,FY Q2,Firm Fixed Price,SDVOSB,Yes,Yes,Beacon Enterprises,Medium,Market Research,michael.miller@va.gov,2026-04-23,468020.98,13.05627053960889,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,22.4
FCST-000035,2027,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 14,IT Services,541512,Computer Systems Design Services,D302,IT Services Requirement - VISN 10 Medical Center North FY2027,460176.79,691725.57,568582.89,FY Q4,FY Q1,Firm Fixed Price,Full and Open (No Set-Aside),No,No,,Medium,Market Research,richard.miller@va.gov,2026-03-31,568582.89,13.250904145050558,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.07963446475195822,0.3368146214099217,38.6
FCST-000036,2026,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 16,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Professional Services Requirement - VISN 2 Medical Center Main FY2026,126385.85,172553.19,151739.51,FY Q1,FY Q4,Firm Fixed Price,HUBZone,Yes,Yes,Atlas Inc.,Low,Draft Solicitation,michael.martinez@va.gov,2026-02-22,151739.51,11.929927169898676,HUBZone,Set-Aside,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.03696013289036545,0.8450996677740864,20.0
FCST-000037,2027,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 1,Medical/Clinical Services,621111,Offices of Physicians,Q201,Medical/Clinical Services Requirement - VISN 18 Medical Center South FY2027,125088.37,174830.26,153937.47,FY Q4,FY Q2,IDIQ,VOSB,Yes,Yes,Atlas Industries,High,Planning,elizabeth.miller@va.gov,2026-05-13,153937.47,11.94430825610167,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,19.6
FCST-000038,2028,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 16,Facilities Management,561720,Janitorial Services,S201,Facilities Management Requirement - VISN 10 Medical Center Main FY2028,353971.95,510467.76,440862.68,FY Q3,FY Q2,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,No,,High,Solicitation Released,linda.thomas@va.gov,2026-07-11,440862.68,12.996490990996636,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.040229885057471264,0.7385057471264368,0.07963446475195822,0.3368146214099217,32.6
FCST-000039,2026,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 8,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Pharmaceuticals Requirement - VISN 12 Medical Center Main FY2026,259789.52,375565.06,317229.22,FY Q2,FY Q4,IDIQ,Full and Open (No Set-Aside),No,No,,Low,Draft Solicitation,maria.taylor@va.gov,2026-06-05,317229.22,12.667383035327145,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.055865921787709494,0.7402234636871509,0.07963446475195822,0.3368146214099217,34.7
FCST-000040,2028,17,VISN 17 Medical Center South,Network Contracting Office (NCO) 4,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Medical Equipment Requirement - VISN 17 Medical Center South FY2028,1720590.9,2397678.07,1940218.36,FY Q4,FY Q4,Cost Plus Fixed Fee,Small Business,Yes,No,,High,Market Research,david.thomas@va.gov,2026-01-22,1940218.36,14.478311596812285,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,35.5
FCST-000041,2026,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 4,Food Service,311423,Dried and Dehydrated Food Mfg,F002,Food Service Requirement - VISN 16 Medical Center South FY2026,228995.63,289704.98,249061.5,FY Q1,FY Q3,Firm Fixed Price,VOSB,Yes,Yes,Frontier Group,High,Solicitation Released,susan.wilson@va.gov,2026-03-21,249061.5,12.425459147966672,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.020833333333333332,0.765625,0.03696013289036545,0.8450996677740864,20.6
FCST-000042,2026,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 14,Professional Services,541611,Administrative Management Consulting,R408,Professional Services Requirement - VISN 10 Medical Center Main FY2026,959646.91,1340440.76,1161208.92,FY Q3,FY Q4,Firm Fixed Price,SDVOSB,Yes,Yes,Vertex Consulting,Critical,Market Research,richard.davis@va.gov,2026-02-21,1161208.92,13.96497305398279,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.03696013289036545,0.8450996677740864,32.8
FCST-000043,2026,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 11,Security Services,561612,Security Guards and Patrol Services,S206,Security Services Requirement - VISN 7 Medical Center North FY2026,922215.33,1399069.32,1146599.03,FY Q2,FY Q4,Time and Materials,Small Business,Yes,Yes,Pinnacle Industries,High,Draft Solicitation,linda.johnson@va.gov,2026-05-16,1146599.03,13.95231162562073,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.06299212598425197,0.7795275590551181,0.03696013289036545,0.8450996677740864,31.6
FCST-000044,2026,5,VISN 5 Medical Center South,Network Contracting Office (NCO) 14,Facilities Management,561720,Janitorial Services,S201,Facilities Management Requirement - VISN 5 Medical Center South FY2026,1129731.62,1554498.36,1293654.93,FY Q4,FY Q4,Firm Fixed Price,8(a),Yes,Yes,Apex Group,Low,Draft Solicitation,john.rodriguez@va.gov,2026-04-19,1293654.93,14.072982822241125,8(a),Set-Aside,Small Business,4.0,5.0,44.0,0,0.040229885057471264,0.7385057471264368,0.03696013289036545,0.8450996677740864,36.3
FCST-000045,2027,13,VISN 13 Medical Center North,Denver Acquisition and Logistics Center (DALC),Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q201,Medical/Clinical Services Requirement - VISN 13 Medical Center North FY2027,208178.85,264272.29,235881.14,FY Q4,FY Q3,Cost Plus Fixed Fee,VOSB,Yes,Yes,Cornerstone Group,High,On Hold,linda.brown@va.gov,2026-03-15,235881.14,12.371087552482987,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,19.7
FCST-000046,2026,6,VISN 6 Medical Center North,Denver Acquisition and Logistics Center (DALC),IT Services,541519,Other Computer Related Services,D302,IT Services Requirement - VISN 6 Medical Center North FY2026,2177910.36,2946675.74,2451392.52,FY Q3,FY Q1,Firm Fixed Price,VOSB,Yes,No,,Medium,Draft Solicitation,james.smith@va.gov,2026-02-25,2451392.52,14.712167204498256,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.03696013289036545,0.8450996677740864,38.9
FCST-000047,2027,6,VISN 6 Medical Center North,SAO East,Professional Services,541611,Administrative Management Consulting,R425,Professional Services Requirement - VISN 6 Medical Center North FY2027,101298.36,126682.89,107579.56,FY Q4,FY Q1,Firm Fixed Price,HUBZone,Yes,No,,Medium,Market Research,elizabeth.davis@va.gov,2026-06-17,107579.56,11.585995241242204,HUBZone,Set-Aside,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.03696013289036545,0.8450996677740864,18.3
FCST-000048,2028,3,VISN 3 Medical Center Main,Network Contracting Office (NCO) 13,Construction,236220,Commercial Building Construction,Y1AA,Construction Requirement - VISN 3 Medical Center Main FY2028,3275335.74,4368569.7,3748544.57,FY Q1,FY Q2,Time and Materials,SDVOSB,Yes,Yes,Vertex Consulting,Medium,Planning,patricia.brown@va.gov,2026-03-05,3748544.57,15.136878474714106,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.06666666666666667,0.6166666666666667,0.03696013289036545,0.8450996677740864,38.3
